SKU,EAN,Name (size in mm ),Height,Length,Width,Weight,step,date,EOL,storage,PSDS,OnOrder,stock,section
295601,4895224409564,Globber Primo Lights Scooter Mint 423-706-4 4895224409564,160,580,350,3085,11,06/08/24,,Caesarea,3,0,3,"4026,"
295677,37645,Klearbar Panamara Water Bar Matt Black 37KB645G,350,456,426,11058.333,11,06/08/24,,Caesarea,1,0,1,"4019,"
300637,6951800610866,Eko Pose 42L Raising Legs Trash Can Concrete Gray 6951800610866 BFL,325,656,465,7235,11,06/08/24,,Caesarea,2,0,3,"4014,"
301037,4046051146027,Deuter Futura 27 NL Backpack Khaki/Meadow 4046051146027,92,531,323,1435,11,06/08/24,END,Caesarea,1,0,1,"4018,"
301044,4046051157061,Deuter AC Lite 22 SL Backpack Lavender/Purple 4046051157061,67,518,311,940,11,06/08/24,END,Caesarea,2,0,2,"4017,"
301431,4250635611546,Groenberg Askja Cast Iron Pot 7L 4250635611546,194,288,275,6445,11,06/08/24,,Caesarea,1,0,1,"4018,"
307268,7290119333417,Eurolux Rectangular Hanging Lamp 5xE27 Up To 40W 2M Black LH-7027BK-L5 7290119333417,77,576,116,1415,11,06/08/24,,Caesarea,3,0,3,"4017,"
309213,7290019052210,Passer Mini Flushing Water Cleaning Patent 50X35 Gray 7290019052210,98,779,461,1745,11,06/08/24,,Caesarea,56,0,64,"4010,"
309331,7290114432382,Dragon Cyber Gaming Chair Fabric Gray/Pink GPDRC-CYBER-GPF 7290114432382 - Isfar,284,833,562,21635,11,06/08/24,,Caesarea,5,0,5,"4005,"
309333,7290114432399,Dragon Cyber Gaming Chair Organe Basketball GPDRC-CYBER-OBB 7290114432399 - Isfar,284,833,562,21635,11,06/08/24,END,Caesarea,2,0,1,"4003,"
310919,193052064219,X-Shot Insanity - HorrorFire Double Ripper 16 Darts 6463X 193052064219,63,222,140,700,11,06/08/24,,Caesarea,11,0,11,"4019,"
42478,7290004574895,Barkan Tilt Wall Mount Up to 90 Inch E410+.B 7290004574895,30,355,165,1187.5,11,29/05/23,,Caesarea,4,0,6,"4023,"
65685,7290016240887,Gold Line Mini Fridge 90 Liter BC-140 7290016240887,460,860,500,25335,11,29/05/23,,Caesarea,43,0,46,"4005,4011,4013,"
65881,,Little Tikes Cozy Coupe Ladybird 71173059 50743173059,385,715,400,8225,11,29/05/23,,Caesarea,2,0,2,"4020,"
65882,,Little Tikes Dino Cozy Coupe Ride-On 71173073 50743173073,385,715,400,8225,11,29/05/23,,Caesarea,1,0,1,"4017,"
67343,6921850629736,FSL 60W SPARK Round Led Ceiling Adjacent White WW+CW+DL FS-SPARK-60W-RC 6921850629736,90,480,450,1285,11,29/05/23,,Caesarea,8,0,8,"4026,"
69801,7290013382474,Gold Line Double Ceramic Hotplate ATL-802 7290013382474,96,433,296,2565,11,29/05/23,,Caesarea,9,0,9,"4018,"
69805,7290010483709,Gold Line Huge Saturday Hot Plate ATL-500 7290010483709,75,485,375,3060,11,29/05/23,,Caesarea,7,0,6,"4004,"
76835,7290005330056,Hemilton Saturday Hot Plate Large 400W HEM-270 542X420X65Cm HEM-270 7290005330056,60,730,440,4975,11,29/05/23,,Caesarea,1,0,2,"4017,"
78162,7290015062244,Gold Line Big Ironing Board PREMIUM  ATL-1122 7290015062244,70,1650,440,7490,11,29/05/23,,Caesarea,14,0,9,"4005,"
80047,3519280021164,Magimix Food Processor 5200JXL Premium 1100W Black CS-5200JNXL 3519280021164 By Newpan,250,513,480,12133.333,11,29/05/23,,Caesarea,5,0,10,"4002,"
80533,7290017804309,Venta HARMONYA 45 Inch 3 Wings Ceiling Fan With Light And Remote Teak 354599000 7290017804309,221,574,371,5985,11,03/08/23,,Caesarea,5,0,2,"4005,"
89803,4897033963527 4897033963701,Scoot and Ride Scooter Highwaykick 1 - 5 Blueberry 96352 4897033963527,175,550,255,3668.75,11,29/05/23,,Caesarea,9,0,11,"4020,"
91787,091037204394 91037204394,GMG 12.7kg Pellets Grill Smoker - Texas GMG-2004 CD008269 91037204394,56,476,240,13303.333,11,29/05/23,,Caesarea,2,0,0,"4004,"
92002,3519280020761,Magimix Juice Expert 2 Citrus & Hard Fruits Juicer 400W White JE2WH 3519280020761 By Newpan,230,540,240,8100,11,29/05/23,,Caesarea,1,0,2,"4025,"
92020,3519280021102,Magimix Food Processor 4200JXL Premium 950W Red CS-4200JRXL 3519280021102 By Newpan,250,510,480,12071.667,11,29/05/23,,Caesarea,2,0,2,"4017,"
92022,3519280021232,Magimix Food Processor 5200JXL Premium 1100W Chrome CS-5200JCMXL 3519280021232 By Newpan,250,513,480,12133.333,11,29/05/23,,Caesarea,7,0,14,"4010,"
92027,3519280021225,Magimix Food Processor 5200JXL Premium 1100W White CS-5200JWXL 3519280021225 By Newpan,250,513,480,12133.333,11,29/05/23,,Caesarea,5,0,9,"4005,"
94501,7290011879754,Gold Line Mini Fridge 50 Liter BC-50 White 7290011879754,460,520,510,13110,11,29/05/23,,Caesarea,4,3,6,"4006,"
95253,6921850654653,Norther P VITA CCT 52 Inch 3 Wings Ceiling Fan Black NTP-VIT53-BKWN-LED 6921850654653,240,690,340,7620,11,29/05/23,,Caesarea,1,0,0,"4023,"
97954,7290017804354,Venta HARMONYA II 52 Inch 3 Wings Ceiling Fan CCT With Light  RC Matte White 354899002 7290017804354,279,650,312,6440,11,03/08/23,,Caesarea,4,0,3,"4013,"
97956,7290017804323,Venta HARMONYA II 64 Inch 3 Wings Ceiling Fan CCT  With Light RC Teak 356099001 7290017804323,302,861,325,0,11,29/05/23,,Caesarea,9,0,2,"4006,"
98887,9780201379631,I-CAMP Triton Instant Setup Tent 2 Person 9780201379631 / 93250,210,1212,220,10962.5,11,19/02/24,,Caesarea,13,0,15,"4003,"
99986,7290016755510,Star 44 Inch Ceiling Fan With Light 3 And Remote Control White 7290016755510 Item Key 3342,190,580,220,5875,11,29/05/23,,Caesarea,5,0,0,"4009,4010,"
102379,7291057046544,Hunter Table Drill 13MM 100210-001 7291057046544,230,470,360,18885,13,03/10/23,,Caesarea,2,0,2,"4028,"
104259,7290018089668,Hemilton Toaster Nirosta 6 Pieces Open 180 Degrees 2000W  HEM-1361 7290018089668,120,340,280,2190,13,26/06/23,,Caesarea,1,0,0,"4013,"
106491,7290114430586,Dragon Sniper Gaming Chair Black / Red GPDRC-SNIP-R 7290114430586 - Isfar,251,802,540,19488.75,13,03/10/23,,Caesarea,1,0,1,"4005,"
106965,,Fellowes Laminator Saturn 3I A3 80-125 Mic 43859679980 DLL5736001,25,56,50,57,13,26/06/23,,Caesarea,6,0,7,"4024,"
107212,7290114430579,Dragon Sniper Gaming Chair Black / Gray GPDRC-SNIP-G 7290114430579 - Isfar,251,802,540,19488.75,13,10/12/23,END,Caesarea,1,0,0,"4019,"
109320,5705548040635,Baby Dan Asta Pressure Safety Gate White 5705548040635,40,572,292,1884.167,13,26/06/23,,Caesarea,4,0,6,"4026,"
110395,4974019128320,Sharp Digital Microwave 800W 20L Black R-209Z(K) 4974019128320 4974 - By Ralco,293,493,386,11810,13,26/06/23,,Caesarea,14,0,11,"4009,4010,"
110461,1600000,PIL 15Kg Oak Pellets 6MM 1600000,62,431,264,9195.714,13,26/06/23,,Caesarea,34,0,27,"4010,"
111058,6921850653007,Westinghouse Mountain Gale 52 Inch 3 Wings Ceiling Fan Silver Black 72422-2848 6921850653007,220,620,280,7505,13,26/06/23,,Caesarea,1,0,1,"4018,"
111366,5705548029685,Baby Dan 72cm Extension For White Compound 5705548029685,33,541,274,1480.5,13,26/06/23,,Caesarea,1,0,1,"4021,"
111370,5705548031954 5705548042066,Baby Dan Olaf XXL Black Compound 5705548042066\5705548031954,40,572,292,1884.167,13,26/06/23,,Caesarea,2,0,2,"4023,"
112341,819955120011,Audioengine Active Subwoofer S8 Gloss White 819955120011,310,380,310,8225,13,27/06/23,,Caesarea,3,0,4,"4012,"
113102,4712818985290,Signet Organized Toolbox 22 Inch Metal Latch 054030 4712818985290,196,400,219,1629,13,10/12/23,,Caesarea,1,0,1,"4021,"
113549,7290005580239,Selmor Big Popcorn Maker SE-239 7290005580239,140,290,150,1035,13,03/10/23,,Caesarea,51,0,50,"4002,4003,"
113877,9312742309039 9312742809034,Dreambaby Liberty 27CM Gate Extension White F903 DRG-0903 9312742309039 / 9312742809034,63,814,682,5911.429,13,03/10/23,,Caesarea,2,0,2,"4023,"
114986,8806090215865,Samsung C32R500FHM/P Curved LED VA 31.5 Inch 4ms 75Hz VGA HDMI WideScreen Dark Blue Gray,165,806,473,9228,13,26/06/23,,Caesarea,21,0,19,"4016,"
115530,3253561833199,Stanley Modular Rolling ToolBox Trolley STST83319-1 3253561833199,250,550,410,7415,13,06/07/23,,Caesarea,2,0,2,"4007,"
115729,0887961742879,Barbie Dreamplane Playset GDG76 02493256MAT 0887961742879,210,525,300,3555,13,26/06/23,,Caesarea,2,0,2,"4010,"
116684,4059952526652,Bosch AdvancedRotak 750 1700W Corded Lawnmower (0 600 8B9 305) 4059952526652 08B9.305,270,610,390,9485,13,26/06/23,,Caesarea,1,0,1,"4017,"
116901,3165140569187,Bosch PBD 40 Bench Drill 710W (0 603 B07 000) 3165140569187 B 3B07,230,470,360,18885,13,03/10/23,,Caesarea,1,2,2,"4026,"
117325,6942138967104,Bestway Fortech Queen Inflatable Mattress + Electric Air Pump 203X152X46 Gray 69050 6942138967104,199,370,346,8180,13,26/06/23,,Caesarea,13,0,13,"4013,"
117681,6943478021853,Hape Flower Power Guitar 10600 6943478021853,83,544,239,960,13,03/07/23,,Caesarea,5,0,5,"4025,"
118381,4201926091,PROXEN Stand Mini Drill Press 350W 13mm 25-ZJ4113A 4201926091,230,470,360,18885,13,26/06/23,,Caesarea,8,0,9,"4009,"
118384,8422473526900,PIHER Quick Release Clamp With Plastic Handle Up to 150Kg 90cm 44-52690 8422473526900,33,592,166,682.5,13,26/06/23,,Caesarea,4,0,4,"4025,"
118529,4004025095146,WAGNER Electric Airless Sprayer Control 150M 350W 5500ml 40-2394312 4004025095146,180,460,266,3863.333,13,03/10/23,,Caesarea,2,0,2,"4025,"
120199,4242005076321,Bosch Serie 2 Vacuum Cleaner Without Bags 1.5L 700W BGC05AAA2 4242005076321 - 2 Years Warranty BSH,280,400,310,4330,13,27/06/23,,Caesarea,1,0,0,"4005,"
121538,9780201310290,I-CAMP Commander Camping Table XXL 93283 9780201310290,170,680,230,5785,13,26/06/23,,Caesarea,8,0,8,"4010,"
121815,7290018225530,Gold Line Spinning Shawarma ATL-6111 7290018225530,285,405,320,3322.5,13,27/06/23,,Caesarea,4,0,4,"4022,"
122740,3165140926072,Bosch GAS 12-25 PL 1250W Wet / Dry Dust Vacuum Cleaner (0 601 97C 100) 3165140926072 197C.1,380,640,400,9485,13,26/06/23,,Caesarea,0,12,13,"4002,"
123433,7290005902345,Tyroler Ravmag A-2 Slanted Side Rubber Broom 42cm 7290005902345,70,1395,90,855,13,26/06/23,,Caesarea,93,0,95,"4004,"
124669,3165140931663,Bosch 2 Tool Set 18V GDX 180-LI + GSR 180-LI (0 601 9G5 222) 3165140931663 19G5.222,110,410,360,4750,13,26/06/23,,Caesarea,9,0,8,"4009,"
127547,7291044110210,Eco Euro Mosquito Fly Bug Insect Zapper 2X7W UV silver JB20E-2X15L2 7291044110210,117,361,231,1331.667,13,26/06/23,,Caesarea,3,0,7,"4027,"
128530,4010951780544,Ikra Electric Telescopic Height Saw 750W IEAS-750 61906750 4010951780544,190,480,280,5835,13,26/06/23,,Caesarea,16,0,14,"4005,"
129355,,Normande Mixer 5L 6 Speeds 1000W White/Gold MK-37 By Clinton,265,425,350,4850,13,26/06/23,,Caesarea,3,0,3,"4027,"
129634,9780963741585,NGL Outdoor Mat 1.8X2.7 Meter 1015 9780963741585,130,920,450,5125,13,26/06/23,,Caesarea,10,0,10,"4002,"
129636,9780326491874,NGL Outdoor Mat 4.5X4.5 Meter 1019 9780326491874,87,672,275,1766,13,27/06/23,,Caesarea,8,0,9,"4022,"
129638,9780465132799,NGL Outdoor Mat 2.7X3.6 Meter 1017 9780465132799,130,920,450,5125,13,26/06/23,,Caesarea,2,0,2,"4003,"
129725,3700802102311,Buki France Metal detector Expert KTD2000 3700802102311,90,360,320,830,13,26/06/23,,Caesarea,4,0,2,"4009,"
132337,1202025000051,Hamilton Beach 14 Cup Dicing Food Processor 70825-IS 1202025000051 By Shaoulian,274,484,417,7749.583,13,26/06/23,,Caesarea,1,0,1,"4025,"
132975,4078500962537,Gardena Electric Blower / Vacuum Cleaner ErgoJet 3000 3 In 1 3000W 9332 62049332 4078500962537,179,517,235,2838.417,13,27/06/23,,Caesarea,1,0,0,"4011,"
133224,088381874854,Makita Compound Miter Saw 260mm 1650W LS1040N 088381874854,343,466,410,13913.333,13,27/06/23,,Caesarea,1,0,1,"4023,"
133259,088381699471,Makita Circular Saw 185mm 1200W HS7000 088381699471,310,410,350,11065,13,26/06/23,,Caesarea,1,0,0,"4024,"
133639,7291044103113,Semicom 16 Inch Wall Fan HAFA-16WL 7291044103113,180,490,436,3353.333,13,27/06/23,,Caesarea,19,0,18,"4011,"
134695,8053675902256,Due Cigni Lopping Shears 78cm 2C 392/78 8053675902256,55,265,110,130,13,27/06/23,,Caesarea,2,0,2,"4027,"
135836,4974019128313,Sharp Digital Microwave 800W 20L White R-209Z(W) 4974019128313 4974 - By Ralco,293,493,386,11810,13,26/06/23,,Caesarea,29,0,28,"4007,4008,"
136447,7290005579738,Selmor 16 Inch Standing Fan 3 Speeds 50W WS-49T 7290005579738,120,540,425,5822.5,13,26/06/23,,Caesarea,10,0,10,"4011,"
136451,7290005580970,Selmor 16 Inch Hanging Fan + Remote Control SE-970 7290005580970,150,430,430,2405,13,26/06/23,,Caesarea,3,0,3,"4022,"
136454,7290011296353,Selmor Professional Mosquito Killer 2X20W SE-353 1296353 7290011296353,120,335,210,1627.5,13,26/06/23,,Caesarea,13,0,13,"4010,"
136464,7290005580871,Selmor Floor Fan 20 Inch SE-871 120W 7290005580871,240,620,590,7065,13,27/06/23,,Caesarea,1,0,1,"4019,"
136891,6939924818719,Midea 16 Inch Standing Fan 4 Speeds + Timer & Remote Control Black FS40-15FR 6835 6939924818719,160,542,436,6470,13,27/06/23,,Caesarea,2,0,2,"4013,"
143596,3165140966320,Bosch GCO 14-24 J 2400W Metal Cut-off Grinder (0 601 B37 200) 3165140966320 1B37,370,590,410,20990,13,10/12/23,,Caesarea,1,0,1,"4022,"
145111,7291057086328,Hunter Circular Garong Saw 10 Inch 1600W 100613-004 7291057086328,325,475,400,10562.5,13,26/06/23,,Caesarea,7,0,6,"4013,"
145274,7290015521994,Sachs Fridge 50 Liter Black EF-50B 7290015521994,440,530,510,13815,13,06/07/23,,Caesarea,6,0,5,"4003,"
148033,300000015,Carne Perforated Square Pizza Peel 30.5CMx1M 300000015,15,1500,295,655,13,26/06/23,,Caesarea,5,0,5,"4022,"
148042,300000013,Carne Square Pizza Peel Wood Handle 30cmx91cm 300000013,12,542,302,425,13,26/06/23,,Caesarea,2,0,2,"4026,"
161024,7290016755794,Star 12 Inch Industrial Fan Black FE30F 7290016755794 Item Key 172,158,426,396,2510,13,27/06/23,,Caesarea,8,0,8,"4009,"
166204,667380785820,Next Level Racing F-GT Simulator Cockpit Matte Black NLR-S010 667380785820,110,780,295,8120,13,03/10/23,END,Caesarea,1,0,1,"4021,"
166214,667380785837,Next Level Racing F-GT Monitor Stand Matte Black NLR-A006 667380785837,300,780,475,27323.75,13,26/06/23,END,Caesarea,1,0,1,"4017,"
166561,7290114431385,Dragon Portable Green Screen 142cm GPDRA-GRNSCREEN 7290114431385 - Isfar,80,524,469,5984,13,03/10/23,END,Caesarea,12,0,17,"4022,"
166812,7290017090795,Gold Line Toaster Oven Silver 21L 1280W ATL-6621S 7290017090795,332,468,354,5535,13,03/10/23,,Caesarea,2,0,2,"4008,"
166814,7290013382740,Gold Line Sharden Toaster Oven  Silver 32L 1600W ATL-6632 7290013382740,380,550,450,11015,13,27/06/23,,Caesarea,3,0,3,"4010,"
166815,7290017090740,Gold Line Toaster Oven Black 40L 1600W ATL-6640 7290017090740,400,605,440,10467.5,13,03/07/23,,Caesarea,20,0,18,"4001,"
167178,7290018076712,Arcosteel Aluminium Dish Drying Rack 55x38 Medium 490-76712-01 7290018076712,96,437,276,1357.926,13,27/06/23,,Caesarea,9,0,10,"4010,"
167180,7290017909318,Arcosteel Aluminium 2 Level Dish Drying Rack 55x38 Large 490-09318-02 7290017909318,96,437,276,1357.926,13,27/06/23,,Caesarea,4,12,16,"4011,"
169956,7290112635167 7290112638526,Keter Mobile Tool Box 28 Inch 259068 7290112635167 / 7290112638526,302,690,425,8893.75,13,26/06/23,,Caesarea,7,0,6,"4011,"
170652,4974019785677,Sharp Digital Microwave Oven with Grill 34L 1000W R77AT(ST) 4974019785677 By H-Shalom,380,590,480,17725,13,26/06/23,,Caesarea,21,0,20,"4009,"
171648,6901294171657,Spark Toys Hebrew Speaking First Step Walker 6901294171657,170,520,330,2545,13,06/07/23,,Caesarea,2,0,2,"4017,"
172683,4549292126815,Canon Pixma MG3650S Wireless All-in-One Printer - Black mg3650sbkeur2 4549292126815,379,521,477,10505,13,26/06/23,,Caesarea,13,0,13,"4031,"
172684,4549292126846,Canon Pixma MG3650S Wireless All-in-One Printer - White mg3650seur2wh 4549292126846,311,569,437,12369,13,03/10/23,,Caesarea,27,0,27,"4031,"
173976,7290016674422,Universe CycloneVacuum Cleaner NRI-703-V38 2000W 3101210 7290016674422,295,490,315,6675,13,27/06/23,,Caesarea,3,0,3,"4021,"
178183,,Asus TUF VG32VQ1BR Gaming Monitor 31.5 Inch VA QHD 1ms 165Hz DP 2xHDMI 90LM0661-B02170,235,807,632,11287.5,13,03/07/23,,Caesarea,5,0,5,"4015,"
178253,,LG 38WP85C-W UWQHD+ IPS HDR10 FreeSync 37.5 Inch 2xHDMI DP USB Type-C Curved UltraWide White Monitor,225,1035,520,19355,13,27/06/23,,Caesarea,2,0,2,"4014,"
181353,4059952608686,Bosch GDX + GWS + GBH 3 Tool Kit + Bag (0 615 990 M5G) 4059952608686 15990.M5G,295,545,335,10183.75,13,03/07/23,,Caesarea,2,0,4,"4004,"
182746,,Numark PT01 Scratch Turntable 676762316415,231,480,397,6395,13,27/06/23,,Caesarea,2,0,2,"4024,"
182838,7290109763538,Climex Folding Director Chair CL-402 7290109763538,95,870,640,5242.5,13,26/06/23,,Caesarea,2,0,0,"4007,"
183258,,Xerox B230V DNI Wifi Laser Printer,385,555,500,20875,13,26/06/23,,Caesarea,71,0,75,"4013,4014,"
183609,7290014430495,Universe Digital Tower Heater Fan Turbo + Remote Control NRI-407R 5051196 7290014430495,138,290,229,1488,13,27/06/23,END,Caesarea,6,0,6,"4009,"
183882,4005176327636,Grohe Essentials 90 Degree Grip Bar 68x94cm Chrome 40797001 4005176327636,40,450,70,300,13,26/06/23,END,Caesarea,4,0,4,"4019,"
185307,887961869248,Fisher Price On-the-Go Baby Dome GNG36 02499056MAT 887961869248,70,440,360,845,13,26/06/23,,Caesarea,1,0,3,"4002,"
185715,,Sharkoon ELITE SHARK CA700H White RGB ATX Case No PSU 4044951032112,233,495,418,5141.667,13,26/06/23,,Caesarea,1,0,2,"4011,"
185986,,Bosch GTM 12 JL 1800W Table Saw (0 601 B15 001) 3165140695268 1B15.001,367,499,430,16187.5,13,10/12/23,,Caesarea,2,0,2,"4012,"
187115,,Kapro Genesis 781-41P Spirit Level 80cm + Laser Eyepiece KPR113590 7396327189522 - By Hashahal,30,760,65,758.542,13,26/06/23,,Caesarea,4,0,4,"4025,"
187117,,Kapro Genesis 781-41P Spirit Level 180cm KPR113595 7396325283604 - By Hashahal,30,760,65,758.542,13,26/06/23,,Caesarea,1,0,1,"4017,"
187505,7290115901559,Anonima Toddler Bed Hello Kitty 525-1053 7290115901559,105,936,670,16907.143,13,27/06/23,,Caesarea,1,0,1,"4027,"
188049,,Denon 5.1 Channel 4K Ultra HD AV Receiver + Bluetooth AVR-X250BT 4951035065136 By Bruhim,235,530,450,12487.5,13,26/06/23,,Caesarea,11,0,13,"4008,"
188147,,Dell S3422DWG 34 Inch Curved Gaming WQHD VA 144Hz 2Ms DP 2xHDMI Monitor 5397184504963,197,947,501,10655.714,13,10/12/23,,Caesarea,1,0,1,"4016,"
188373,,Corsair iCUE 7000D AIRFLOW Tempered Glass Full Tower ATX Case Black No PSU (CC-9011218-WW),306,600,597,15220,13,10/12/23,,Caesarea,55,0,55,"4002,4003,4008,4014,"
188424,,Kapro Genesis 781-41PM Spirit Level 120cm + Laser Eyepiece KPR113602 7396326796424 - By Hashahal,30,760,65,758.542,13,26/06/23,,Caesarea,2,0,2,"4024,"
188430,,Kapro Genesis 781-41PM Spirit Level 150cm KPR113603 7396320000541 - By Hashahal,30,760,65,758.542,13,26/06/23,,Caesarea,1,0,1,"4020,"
188431,7396321057216 KPR113600,Kapro Genesis 781-41PM Spirit Level 80cm + Laser Eyepiece KPR209894 7396321057216 - By Hashahal,30,760,65,758.542,13,26/06/23,,Caesarea,2,0,2,"4017,"
188587,6934177743665,Xiaomi Smart Mi Air Purifier 4 Pro White BHR5056EU 81008 6934177743665 - 1 Year Warranty by Hemilton,295,625,295,6395,13,03/10/23,,Caesarea,55,0,59,"4009,"
188648,629162900029,Napoleon Pizza Lovers Starter Kit 90002 629162900029,22,232,94,164.75,13,26/06/23,,Caesarea,2,0,2,"4022,"
188703,,Super-Bag Monoblock Drawer And Organizer Big 39 Drawers 170125-003 8696272011275 By Smith,158,432,271,1955.833,13,26/06/23,,Caesarea,8,0,7,"4010,"
188984,7396328883344,Kapro Genesis 781-41P Spirit Level 100cm KPR113591 7396328883344 - By Hashahal,30,760,65,758.542,13,26/06/23,,Caesarea,2,0,2,"4025,"
194941,,Makita LXT 18V Cordless Hedge Trimmer 600mm (Body Only) DUH602Z 088381874786,200,815,230,4145,13,26/06/23,,Caesarea,2,0,3,"4002,"
194983,7290006907578,Bolt FLT201 Folding Carrying Cart And Stairs Up To 80/150Kg BLT000046 7290006907578 - By Hashahal,86,855,375,9636.25,13,26/06/23,EOL,Caesarea,71,0,71,"4011,4031,"
195346,6942138919028,Bestway Pool Electric Water Heater 58259 6942138919028,186,509,295,4345.25,13,26/06/23,,Caesarea,8,0,10,"4011,"
196153,,innova ALMMCM27 FHD IPS 27 Inch 75Hz Framless Black Monitor 7290115794908,176,722,460,8759.963,13,27/06/23,,Caesarea,28,0,27,"4016,"
196390,6970834679007,Tactix Modular Mobile Storage System 3 Levels On Wheels 320382 6970834679007,343,578,453,9762.143,13,10/12/23,,Caesarea,7,0,7,"4018,"
198412,7290100843802,Kapro Condor 905-40PM Magnetic Spirit Level 180cm KPR157632 7290100843802 - By Hashahal,30,760,65,758.542,13,26/06/23,,Caesarea,2,0,2,"4021,"
198416,7290100843680,Kapro Condor 905-40PM Magnetic Spirit Level 100cm KPR157630 7290100843680 - By Hashahal,30,760,65,758.542,13,26/06/23,,Caesarea,4,0,4,"4022,"
199218,4242005238675,Bosch 3-IN-1 Push Toaster 2000W Red TCG4104 4242005238675 - 2Y Warranty BSH,190,410,360,5070,13,26/06/23,,Caesarea,58,0,69,"4007,"
199398,4054278817514,Karcher High Pressure Washer Accessories 180 Bar 2 In 1 PN: 2.644-249.0 4054278817514 - Shelldan,129,373,212,738.276,13,26/06/23,,Caesarea,2,0,2,"4024,"
200514,300836115,Carne Wooden Pizza Peel 30x92cm 300836115,12,542,302,425,13,26/06/23,,Caesarea,1,0,1,"4022,"
200588,7290005902604,Tyroler Ravmagav-3 Flexible Rubber Floor Squeegee 40cm 7290005902604,70,1395,90,855,13,10/12/23,,Caesarea,60,0,60,"4002,"
203239,6941057403861,Intex Inflatable Boat Set Seahawk 3 68380 6941057403861,136,445,325,4713.333,13,26/06/23,,Caesarea,1,0,1,"4018,"
203241,6941057463247,Intex Inflatable Boat Set Excrusion 4 68324 6941057463247,136,445,325,4713.333,13,26/06/23,,Caesarea,1,0,1,"4017,"
203667,,NGL Beach Wagon Rocky XXL With Wide Wheels  1071,160,630,500,6585,13,03/07/23,,Caesarea,2,1,1,"4001,"
206166,6856740533636,Westinghouse Mountain Gale 52 Inch 3 Wings Ceiling Fan White 73082-2848 6856740533636,245,666,294,7808,13,03/10/23,,Caesarea,2,0,2,"4026,"
206194,6856741635742,Norther P Atlanta 56 Inch 3 Wings Ceiling Fan Black NTP-ATLIP44-LED-BK 6856741635742,243,717,292,10285,13,03/10/23,,Caesarea,3,0,3,"4026,"
206195,6856742987406,Norther P Atlanta 56 Inch 3 Wings Ceiling Fan Black/Wood NTP-ATLIP44-LED-BKWD 6856742987406,243,717,292,10285,13,03/10/23,,Caesarea,6,0,3,"4023,"
206253,7290004782634,Barkan  Floor Stand TV Mount - Tilt & Height Adjustment 13-65 Inch FS310T 7290004782634,55,315,225,3452.5,13,26/06/23,,Caesarea,4,0,6,"4024,"
206827,8712581756826,Philips 329P9H 31.5 Inch Monitor 36206-329-31 8712581756826,170,920,550,14465,13,26/06/23,,Caesarea,1,0,1,"4028,"
208531,,MSI Optix MEG381CQR Plus Curved UWQHD+ 175Hz 37.5 Inch 2xHDMI DP RGB Gaming Monitor 9S6-3EA45T-011,225,1035,520,19355,13,27/06/23,EOL,Caesarea,3,0,3,"4021,"
208987,0622356249959,Ninja Foodi 11-in-1 SmartLid Multi Cooker 6L 1460W OL550EU 0622356249959 - 1 Year By H-Shalom,360,390,380,8345,13,26/06/23,,Caesarea,19,0,23,"4012,"
209130,,Intex Multisport Inflatable Play Center 57147 6941057420158,120,423,396,5095,13,26/06/23,,Caesarea,25,0,25,"4001,"
209133,,MSI MPG GUNGNIR 110R Mid Tower White Case No PSU 306-7G10W21-W57,306,575,540,9453.333,13,26/06/23,,Caesarea,12,0,12,"4011,"
209467,7290114721547,Fujicom HD Led Frameless TV 32 Inch FJ-32X400 7290114721547 FUJI,123,796,503,5240,13,26/06/23,EOL,Caesarea,1,0,0,"4016,"
209736,,Segway Ninebot KickScooter F25E Black 8719324556873 / 8720254405469 / 8720254406206,220,1210,620,24320,13,26/06/23,,Caesarea,26,0,29,"4005,"
210158,7291057101717,Klips Quick Release Clamp One Hand 30 Inch 70x750mm 111813-006 7291057101717,30,604,190,671,13,26/06/23,,Caesarea,5,0,4,"4024,"
210159,7291057101724,Klips Quick Release Clamp One Hand 36 Inch 70x900mm 111813-007 7291057101724,30,604,190,671,13,26/06/23,,Caesarea,12,0,12,"4017,"
210282,7506240621768,Truper Pretul DIA-100P Aluminum Folding Hand Truck 24127 7506240621768,110,755,413,8112.308,13,27/06/23,,Caesarea,4,0,4,"4022,"
211415,7291044121568,Semicom Energy 18W CCT 42 Inch 4 Wings Ceiling Fan RC White SM-L42043W/18CT 7291044121568,272,496,300,4301.667,13,26/06/23,,Caesarea,146,0,137,"4009,4010,4018,"
211584,7290106934238,Keter Compartments Trolly 15 Gallons Black 250252 7290106934238,302,690,425,8893.75,13,26/06/23,,Caesarea,4,0,4,"4007,"
211833,093573938313,Cricut Explore 3 Cutting Machine 90909-083-38 093573938313,235,455,235,6827.5,13,03/10/23,,Caesarea,3,0,4,"4028,"
211961,7290100853092 KPR209850 KPRLED405A03,Kapro 20 Steps Telescopic Multifunctional Ladder 5.25 Meter KPR209610 7290100853092 - By Hashahal,200,1280,580,13250,13,26/06/23,,Caesarea,1,0,1,"4002,"
213435,4001702021191,Bruder Claas Lexion 780 Terra Trac Combine Harvester 530-2119 4001702021191,163,444,206,1230,13,26/06/23,,Caesarea,1,0,1,"4021,"
213478,4001702027520,Bruder Construction Truck with Articulated Road Loader 530-2752 4001702027520,190,860,280,3090,13,26/06/23,,Caesarea,1,0,1,"4026,"
